Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
986;986;07:52:38 04.09.2021;08:06:01 04.09.2021;802;5;;20;1;6;1;2;11;1;3;1;2;3;1;1;2;4;1;1;1;1;1;5;1;3;1;4;3;3;3;3;5;1;4;3;3;5;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;4;3;5;5;3;4;3;3;3;5;5;5;5;5;5;5;4;5;4;4;5;5;5;3;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;3;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;3;3;5;5;5;5;5;5;4;4;4;4;4;4;3;3;6131ec657b8b9c000132e2ac;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
987;987;08:03:42 04.09.2021;08:19:03 04.09.2021;921;5;;20;1;3;2;4;7;4;2;1;4;2;3;1;1;1;1;1;1;1;4;4;4;5;3;3;2;5;4;3;5;1;3;3;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;6;2;3;1;2;3;2;1;1;2;2;2;1;1;2;2;1;4;1;3;1;1;1;1;1;4;4;3;5;5;1;1;1;5;4;4;3;5;6;3;6;5;3;1;5;5;1;1;1;5;1;1;1;1;1;1;1;1;3;5;5;1;2;1;2;1;4;2;1;1;1;3;2;3;2;4;4;5;3;3;3;3;2;2;4;2;3;5;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;3;4;3;5;4;5;5;5;4;4;4;4;3;4;5;5;5;5;5;4;4;5;5;3;5;1;4;4;4;4;3;4;2;1;3;3;1;6131ec977b8b9c000132ecbd;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
988;988;08:19:00 04.09.2021;08:49:26 04.09.2021;1826;5;;20;1;1;1;6;9;5;4;1;4;4;4;1;1;4;4;2;2;2;5;4;4;4;5;5;4;3;5;5;4;3;5;4;3;4;4;5;5;5;5;5;4;4;4;4;3;4;5;4;4;5;5;5;4;4;4;3;4;4;4;5;5;5;5;4;4;5;5;4;4;4;5;5;5;5;4;3;3;4;4;4;3;3;4;4;3;3;3;4;4;4;3;4;5;5;5;4;4;5;5;5;5;4;4;4;5;5;4;4;5;5;4;3;3;3;2;2;2;2;2;3;3;3;4;3;3;4;2;2;5;4;4;3;3;3;4;4;5;5;5;4;4;4;5;5;4;3;4;5;5;4;5;5;4;3;3;4;4;5;4;3;3;3;4;4;3;4;4;4;5;4;3;3;3;5;4;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;3;3;3;4;4;4;3;3;3;4;5;4;4;4;3;3;3;4;3;3;4;4;4;5;5;4;4;4;4;4;4;4;5;5;4;6131eca37b8b9c000132eea0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
989;989;08:22:32 04.09.2021;08:38:25 04.09.2021;952;5;;20;1;4;1;4;1;5;1;2;1;1;1;1;2;2;1;1;1;2;2;4;4;4;4;3;4;3;2;2;3;3;4;2;3;2;4;2;1;3;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1;1;5;5;1;5;1;1;1;1;1;4;5;5;5;5;5;1;3;3;4;4;4;4;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;2;1;1;1;2;2;1;2;2;1;1;1;2;1;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;3;5;5;5;5;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;5;4;3;3;3;3;5;3;4;3;4;2;3;3;2;6130d23a6cfe070001fc2480;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
991;991;08:35:12 04.09.2021;09:06:13 04.09.2021;1860;5;;20;1;6;1;2;9;2;1;1;2;3;1;1;2;2;1;1;1;1;3;5;4;4;4;2;3;4;3;4;5;1;5;4;5;2;2;3;1;2;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;4;2;2;2;2;6;2;2;3;2;3;2;1;2;2;3;2;2;2;2;5;5;5;1;5;1;1;4;4;2;5;5;2;3;3;3;2;2;5;1;2;3;1;2;4;3;3;2;1;1;5;5;1;1;5;5;1;5;5;5;1;3;5;4;5;5;5;2;2;2;1;1;4;1;1;4;3;2;3;2;3;4;3;3;5;5;5;2;5;2;3;3;5;5;5;5;3;5;1;1;3;1;3;3;2;2;3;4;1;1;1;1;2;3;2;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;3;5;5;5;3;1;6131ec5d6cfe07000100f6f9;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
992;992;08:36:27 04.09.2021;13:02:20 04.09.2021;15982;5;;20;1;4;2;2;2;5;2;1;3;2;1;1;2;2;1;1;1;1;4;5;4;5;3;3;3;4;4;3;5;4;4;2;4;2;3;2;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;2;2;2;2;2;2;1;1;2;1;1;1;1;2;3;3;2;2;2;1;1;2;1;1;4;4;4;4;1;1;1;1;6;5;6;5;5;5;4;6;5;4;4;4;4;3;3;3;5;3;2;5;4;3;4;5;5;4;3;5;2;5;4;4;2;4;4;4;4;4;3;3;3;3;5;4;4;4;5;5;4;2;3;5;3;2;5;3;3;4;3;5;3;4;3;1;2;2;2;2;4;4;2;3;3;3;3;3;1;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;3;4;4;3;2;5;5;5;5;4;4;4;4;4;5;4;4;3;3;3;3;4;3;3;4;4;5;4;3;3;3;3;1;3;4;3;6131ec4a7b8b9c000132da77;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,18,19,20
993;993;08:58:43 04.09.2021;09:25:05 04.09.2021;1581;5;;20;1;6;1;5;7;1;3;1;2;2;1;1;1;3;1;1;1;1;2;3;5;4;5;1;3;3;1;3;1;5;3;3;4;1;4;1;1;2;3;1;3;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;5;3;2;1;1;1;6;2;2;2;3;2;2;2;2;2;2;2;5;5;3;3;2;2;2;5;5;5;1;1;5;4;5;5;1;5;3;3;2;2;3;3;3;2;1;1;3;3;3;2;5;2;4;4;3;2;3;3;3;4;5;4;4;4;4;4;1;2;2;1;5;1;2;2;4;1;1;1;1;1;1;3;1;2;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;1;5;5;5;5;5;3;1;3;1;3;6131ec566cfe07000100f5be;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
997;997;09:28:19 04.09.2021;09:43:52 04.09.2021;933;5;;20;1;4;1;8;6;8;4;1;4;3;4;2;2;3;1;4;4;4;5;5;4;5;5;1;4;3;4;4;3;2;5;4;4;2;1;1;1;5;5;3;4;4;1;1;1;1;1;1;1;2;1;3;2;3;1;1;1;1;6;5;1;1;2;6;2;2;2;2;2;2;4;1;2;2;2;1;1;3;5;5;2;3;2;3;1;3;1;1;4;4;4;6;6;6;5;5;6;2;3;5;5;4;5;6;5;3;2;5;5;1;3;5;5;1;1;5;4;1;3;4;5;5;5;5;2;3;2;4;1;5;5;4;5;5;2;2;3;2;5;2;2;4;5;5;4;2;5;4;3;5;5;5;5;4;5;5;4;4;4;1;1;2;1;1;4;2;2;2;3;3;2;3;2;3;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;5;5;4;4;5;3;5;5;5;5;4;5;5;5;4;2;2;3;2;4;3;4;4;4;4;5;4;4;4;5;1;3;2;1;5;5;3;6131065b6cfe070001fdf9d3;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1000;1000;09:49:12 04.09.2021;11:03:02 05.09.2021;1756;5;;20;1;3;1;4;1;7;2;1;2;1;1;1;1;2;2;1;1;1;3;5;3;3;3;3;4;2;2;4;2;4;3;2;4;3;2;3;1;2;3;1;3;1;2;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;4;2;2;2;2;5;2;3;2;5;2;2;2;2;2;4;2;2;1;2;2;3;2;3;3;1;2;2;2;1;3;3;3;3;3;3;3;3;4;2;2;3;3;3;3;3;3;3;3;3;5;5;4;4;5;5;2;5;5;2;2;2;3;2;5;5;2;4;4;1;2;3;4;4;4;4;3;2;3;4;4;3;4;3;3;3;3;3;3;3;3;3;5;4;4;4;4;4;3;3;2;2;2;2;3;3;3;3;2;1;2;2;2;3;2;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;613106436cfe070001fdf363;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1002;1002;10:01:42 04.09.2021;10:21:09 04.09.2021;1167;5;;20;1;2;1;8;5;5;4;1;2;1;1;1;1;1;1;2;1;3;4;1;1;5;5;1;4;4;5;4;1;5;5;3;3;2;3;3;1;2;3;3;3;2;1;2;1;1;1;1;1;3;4;3;1;2;1;2;1;1;1;4;2;1;1;4;2;2;3;4;2;2;1;1;2;2;2;1;1;1;2;1;1;1;5;1;1;1;1;1;5;5;5;5;4;1;4;2;6;3;2;2;6;5;2;2;5;3;2;4;2;1;2;2;5;1;1;5;5;1;3;3;1;5;5;5;1;5;5;3;1;3;4;5;5;5;2;3;3;3;3;1;1;1;4;2;3;1;1;4;5;5;5;2;3;5;5;5;3;3;1;1;1;1;1;1;1;2;1;1;3;1;1;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;5;5;4;2;5;4;5;5;3;3;5;5;5;3;5;1;5;5;3;1;1;1;1;1;1;5;1;5;5;5;5;1;5;4;4;5;1;613106317b8b9c00012fe0e7;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1003;1003;10:15:47 04.09.2021;10:39:51 04.09.2021;1444;5;;20;1;3;1;5;10;8;4;1;4;3;1;1;4;3;3;1;1;1;5;5;4;5;4;1;4;5;4;4;5;2;2;3;1;1;4;1;1;3;3;2;4;1;1;1;1;1;1;1;1;1;1;2;2;1;2;4;1;2;3;2;1;2;1;2;2;2;2;3;2;3;1;5;2;1;4;1;1;1;1;1;1;2;2;1;1;2;1;1;3;3;2;6;5;6;5;5;6;2;1;3;4;4;4;5;4;4;5;5;5;1;1;1;5;1;4;5;1;1;1;1;1;5;5;5;3;5;2;1;1;3;4;4;4;4;5;5;5;4;4;5;5;5;2;1;1;2;1;5;3;2;5;3;3;4;2;3;3;3;3;1;3;3;1;1;1;1;1;3;3;3;3;1;1;1;3;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;4;4;4;5;4;4;4;4;5;5;5;5;4;4;3;4;5;4;5;5;5;5;5;5;5;5;5;4;3;3;4;4;4;4;4;3;6131064f6cfe070001fdf68b;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1004;1004;10:29:22 04.09.2021;10:48:47 04.09.2021;1164;5;;20;1;5;1;2;13;3;1;1;2;1;1;1;4;3;1;1;1;1;2;5;5;3;4;3;2;4;4;3;5;1;4;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;5;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;1;3;1;1;2;1;1;5;1;1;3;2;1;2;2;1;2;2;2;2;2;2;3;2;2;2;2;5;3;1;1;3;2;1;1;1;1;1;1;2;1;4;1;1;3;2;1;1;1;4;2;2;3;2;1;3;3;4;4;4;4;4;4;3;3;3;3;3;2;5;4;4;3;4;4;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;4;4;4;4;4;1;4;3;4;1;3;3;2;4;4;4;4;4;3;3;3;3;4;3;1;4;4;4;4;4;4;3;2;4;1;1;6131ec6d6cfe07000100fb84;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1005;1005;10:32:49 04.09.2021;10:59:03 04.09.2021;1574;5;;20;1;6;1;3;13;2;1;2;1;1;1;1;4;1;1;1;1;1;4;5;4;4;3;4;4;3;4;5;4;2;5;3;1;3;3;2;1;2;3;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;1;1;1;6;2;2;2;4;2;4;5;4;4;1;5;3;3;5;4;5;5;1;5;1;1;3;3;3;3;4;3;5;5;4;1;1;5;3;1;5;5;5;4;4;5;4;4;5;5;5;4;1;5;1;1;5;1;1;3;4;3;1;5;5;1;1;4;1;3;5;5;3;3;5;3;2;3;2;5;4;5;4;4;4;3;2;3;5;3;2;5;3;4;3;4;4;1;5;2;2;5;1;3;3;3;5;4;3;1;4;1;1;3;1;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;5;5;5;4;3;5;5;5;4;4;3;5;4;5;5;5;4;3;4;4;5;5;5;4;3;5;5;5;3;3;3;4;4;5;4;3;6131ec556cfe07000100f591;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1007;1007;10:37:32 04.09.2021;11:03:00 04.09.2021;1528;5;;20;1;6;2;4;10;4;4;4;1;1;1;1;1;1;1;1;1;1;5;4;5;4;4;2;4;4;4;2;2;2;4;5;3;4;4;4;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;1;2;3;2;1;1;1;4;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;2;5;5;5;5;5;5;3;3;3;3;3;3;3;3;5;3;4;3;3;3;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3;3;2;2;1;4;1;3;4;3;4;1;1;4;3;1;2;2;4;3;1;6131ec977b8b9c000132ecc4;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1009;1009;10:47:21 04.09.2021;11:03:50 04.09.2021;988;5;;20;1;5;2;4;9;2;2;1;4;1;1;1;4;4;1;1;1;1;4;5;4;5;5;1;3;3;4;2;2;4;4;5;5;1;2;1;1;2;3;1;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;6;2;2;2;2;2;2;1;1;2;1;2;2;2;4;2;4;4;4;1;3;2;2;2;1;4;4;4;5;4;2;3;3;5;3;3;4;2;5;4;4;4;4;4;4;5;5;5;5;4;4;2;2;2;2;1;1;1;1;3;4;1;1;1;1;1;5;5;5;5;5;3;2;3;4;4;4;5;5;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;4;4;1;4;1;1;1;1;3;1;1;1;2;1;1;1;1;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;4;3;5;5;5;3;2;4;3;5;5;5;5;5;4;4;4;5;5;5;4;4;3;5;5;4;1;1;1;1;5;4;1;6131ec956cfe0700010103d8;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1010;1010;11:05:45 04.09.2021;11:23:35 04.09.2021;1070;5;;20;1;3;1;2;11;4;2;1;2;2;1;1;1;2;2;1;1;1;4;5;3;4;3;2;3;2;4;4;2;4;4;3;2;3;2;2;2;4;4;2;3;2;2;1;2;2;2;2;1;3;2;2;1;2;2;2;2;3;5;2;2;1;1;6;2;1;3;1;3;1;3;3;2;2;3;2;1;2;2;3;4;1;1;1;2;1;3;3;3;3;4;5;4;3;3;3;5;4;4;5;3;5;3;4;4;4;4;3;4;4;3;3;5;4;3;4;2;3;2;3;2;3;5;4;2;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;4;2;3;5;2;3;4;3;4;2;3;2;2;4;4;2;3;3;4;3;3;3;2;3;2;2;3;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;4;3;4;5;4;3;4;4;3;4;3;5;4;4;4;5;4;3;4;3;3;4;4;4;3;3;3;5;5;3;3;4;3;4;3;3;4;6131ec6a7b8b9c000132e362;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1011;1011;11:18:13 04.09.2021;11:21:14 04.09.2021;181;5;;20;1;2;1;4;2;4;3;3;3;4;4;3;3;3;3;4;4;3;3;4;3;3;4;3;3;3;4;3;3;4;3;3;3;4;4;3;4;4;4;3;3;3;4;4;3;3;3;4;4;4;3;4;4;4;3;3;3;3;4;5;5;5;4;5;5;4;4;4;5;4;5;4;4;5;5;4;4;4;3;3;3;3;3;4;4;3;3;4;4;3;3;4;5;5;4;4;4;4;5;4;4;4;3;3;4;5;4;4;3;3;3;4;4;4;3;3;3;3;4;4;4;3;3;4;2;2;4;3;3;3;3;3;4;3;3;3;4;4;4;3;4;4;3;2;3;3;3;3;4;3;5;3;3;3;4;4;3;3;4;3;2;2;5;3;4;3;3;3;4;4;3;3;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;4;3;3;3;3;3;4;4;4;3;3;3;4;4;3;3;3;3;3;3;4;4;4;2;3;3;4;4;4;3;3;3;4;4;4;3;6131ec527b8b9c000132dcc8;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1012;1012;11:24:53 04.09.2021;11:44:04 04.09.2021;1150;5;;20;1;4;2;4;1;3;2;1;2;1;1;1;2;2;1;1;1;1;3;5;3;4;4;2;4;3;1;2;3;4;3;2;4;2;3;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;2;2;4;2;2;2;3;2;2;5;2;2;2;2;1;1;2;3;2;1;1;1;1;1;3;1;1;2;1;5;4;3;2;2;1;3;1;1;3;4;4;3;5;4;3;2;3;3;3;3;1;5;3;3;4;2;2;3;2;2;3;5;5;1;3;2;3;3;3;4;4;4;5;3;2;3;2;4;2;2;3;4;2;3;3;5;4;4;2;5;3;5;3;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;4;4;2;2;5;5;5;4;4;4;4;5;5;3;4;4;3;1;1;3;4;4;2;1;1;1;5;1;1;3;1;1;4;1;3;6131ec517b8b9c000132dc37;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1013;1013;11:30:56 04.09.2021;11:38:13 04.09.2021;437;5;;20;1;4;2;2;1;2;1;1;2;1;1;1;2;1;1;1;1;1;4;4;4;4;4;2;2;4;4;4;4;2;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;5;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6131ec527b8b9c000132dca6;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1014;1014;11:36:13 04.09.2021;11:43:47 04.09.2021;454;5;;20;1;3;1;3;3;2;3;1;2;2;2;1;1;3;1;2;1;2;2;3;2;3;2;3;4;3;3;2;4;3;3;1;3;2;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;3;3;2;4;4;3;3;4;3;3;2;3;3;3;4;5;3;3;3;2;3;4;3;3;3;3;3;4;3;3;3;3;3;3;2;3;4;3;4;4;4;4;4;4;3;3;4;3;4;2;1;4;3;3;2;3;5;2;4;3;4;3;2;2;2;2;3;2;2;3;2;3;4;3;3;2;2;2;2;2;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;4;4;4;5;3;4;3;3;3;4;3;3;3;4;4;4;4;3;4;3;4;5;4;4;2;4;5;4;4;3;4;3;5;5;6131ec696cfe07000100faa8;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
1016;1016;11:54:15 04.09.2021;12:03:39 04.09.2021;563;5;;20;1;5;1;3;3;1;4;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;4;4;4;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4;4;4;3;3;3;3;3;3;2;2;6131ec6c6cfe07000100fb09;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
